title	views	users	revenue	rpm	top_source	n_sources
삼성전자 감사제 페스티벌 온누리상품권 환급 신청 방법 구매처 혜택 - 더픽	399.0	357.0	11.669182	29.246070175438593	(direct) / (none)	8
보험비교사이트 바로가기 - 더픽	150.0	128.0	11.357355	75.7157	(direct) / (none)	3
버스·지하철 실시간 시간·노선 정보 확인하는 법 — 카카오버스·티머니GO 비교 | 주카 비즈	538.0	489.0	11.348448	21.093769516728624	m.search.naver.com / referral	10
딤채 서비스센터 as 센터 고객센터 바로가기 - 더픽	189.0	154.0	11.248142	59.51397883597884	(direct) / (none)	4
농협공판장 온라인 경매 플랫폼 바로가기 - 더픽	122.0	92.0	11.109924	91.06495081967213	(direct) / (none)	5
노령연금신청 방법·나이·필요서류 총정리 | 생활정보 나침반	456.0	245.0	11.002308000000001	24.127868421052632	m.search.naver.com / referral	7
OK저축은행 고객센터 앱 다운로드 바로가기 - 더픽	186.0	147.0	10.863309	58.40488709677419	(direct) / (none)	2
티머니GO 앱 다운로드 & 버스·따릉이·택시 통합 이용법 | 주카 비즈	346.0	290.0	10.680323	30.867985549132946	m.search.naver.com / referral	10
현대해상 다이렉트 하이카 긴급출동 전화번호 고객센터 바로가기 - 더픽	297.0	224.0	10.649655999999998	35.8574276094276	m.search.naver.com / referral	4
연명치료 거부 신청 방법 신청기관 찾기(+사전연명의료의향서) - 더픽	175.0	146.0	10.582832	60.473325714285714	(direct) / (none)	4
위택스 고객센터 바로가기 - 더픽	460.0	405.0	10.523885	22.878010869565216	m.search.naver.com / referral	6
현대해상 실버보험 보험금 청구 바로가기 - 더픽	99.0	85.0	10.259437	103.63067676767677	(direct) / (none)	2
견적서 양식 무료 다운로드 엑셀 한글 워드 pdf - 더픽	871.0	801.0	10.231895	11.747296211251436	(direct) / (none)	9
스타벅스 카드 잔액조회 앱 다운로드 바로가기 - 더픽	222.0	181.0	10.194217000000002	45.9198963963964	(direct) / (none)	5
동물등록증 발급 신청방법 기관 비용 조회 정부24 바로가기 - 더픽	295.0	244.0	9.922533	33.63570508474576	(direct) / (none)	5
라이나 손해보험 고객센터 바로가기 - 더픽	229.0	199.0	9.88465	43.16441048034935	m.search.naver.com / referral	4
알리안츠생명 고객센터 바로가기 - 더픽	177.0	149.0	9.853205	55.66782485875707	m.search.naver.com / referral	4
네이버 지도 앱 다운로드 바로가기 - 더픽	162.0	144.0	9.724355	60.02688271604938	(direct) / (none)	5
케이옥션 홈페이지 바로가기 - 더픽	264.0	222.0	9.660393000000001	36.59239772727273	m.search.naver.com / referral	5
한진택배 배송조회 실시간 위치 확인 및 토요일 배송 - 더픽	622.0	542.0	9.658904999999999	15.528786173633438	(direct) / (none)	6
2026 숙박세일페스타 쿠폰발급 바로가기 - 더픽	342.0	274.0	9.619658000000001	28.127654970760236	(direct) / (none)	2
매일미사 어플 정보 총정리 — 사용법·비교·후기 | 주카 비즈	186.0	138.0	9.517907000000001	51.17154301075269	m.search.naver.com / referral	12
피망뉴맞고 머니 파는 법 로그아웃 추천인코드 pc 설치 바로가기 - 더픽	205.0	190.0	9.465259	46.17199512195122	m.search.naver.com / referral	4
네이버 고객센터 바로가기 - 더픽	203.0	171.0	9.269034	45.660266009852215	(direct) / (none)	2
카카오버스 앱 다운로드 - 더픽	76.0	64.0	9.183443	120.83477631578948	(direct) / (none)	5
문자나라 바로가기 - 더픽	404.0	350.0	9.151144	22.651346534653467	(direct) / (none)	3
한컴오피스 2020 무료설치 다운로드 후기 - 더픽	660.0	558.0	9.072365000000001	13.746007575757577	(direct) / (none)	9
한국도로공사 미납 고속도로통행료미납 하이패스 미납 통행료미납조회 - 더픽	232.0	178.0	8.963719999999999	38.636724137931026	naver / cpc	7
유튜브 리밴스드 다운로드 및 설치방법 바로가기 - 더픽	2501.0	1644.0	8.954135999999998	3.580222311075569	(direct) / (none)	11
어카운트인포 계좌 지급정지·안심차단 신청방법 총정리 — 보이스피싱 예방 | 생활정보 나침반	392.0	219.0	8.899799000000002	22.703568877551024	m.search.naver.com / referral	8
마운자로 가격 비교 사이트 어플 처방 효과 - 더픽	280.0	249.0	8.812946	31.474807142857145	(direct) / (none)	7
삼천리 도시가스 고객센터 번호 및 이사/요금/긴급신고 - 더픽	373.0	323.0	8.782602	23.545849865951745	(direct) / (none)	4
나는솔로 32기 인스타 모음 - 더픽	4882.0	4130.0	8.711607	1.784434043424826	paxnet.co.kr / referral	10
타이젬 바둑 설치앱 무료 대국실 접속 바로가기 - 더픽	70.0	60.0	8.704023999999999	124.34319999999998	(direct) / (none)	3
대신택배 배송조회 방법 실시간 위치 추적 - 더픽	406.0	336.0	8.511116	20.96333990147783	(direct) / (none)	3
팟플레이어 다운로드 바로가기 - 더픽	765.0	683.0	8.450079	11.045854901960785	(direct) / (none)	6
티머니 고객센터 전화번호 상담원 연결 바로가기 - 더픽	342.0	299.0	8.431695	24.65407894736842	(direct) / (none)	6
2026 황금사자기 야구 중계 일정 대진표 바로가기 - 더픽	193.0	165.0	8.415417	43.60319689119171	(direct) / (none)	4
가생이닷컴 홈페이지 바로가기 - 더픽	899.0	461.0	8.347674	9.285510567296996	m.search.naver.com / referral	6
무료 웹툰 사이트 바로가기 네이버웹툰 카카오웹툰 리디웹툰 - 더픽	2057.0	1284.0	8.322551999999998	4.045965969859017	(direct) / (none)	7
티머니GO 앱 다운로드·사용법 총정리 — 설치부터 삼성페이 연동까지 | 생활정보 나침반	327.0	195.0	8.248613	25.22511620795107	naver / cpc	8
실손24 보험청구 바로가기 - 더픽	98.0	93.0	8.190978999999999	83.58141836734693	m.search.naver.com / referral	4
오늘의 실시간 금시세 조회하기 - 더픽	474.0	409.0	8.164677	17.225056962025317	(direct) / (none)	4
공시지가 이의신청 개별지 공동주택 공시지가 이의신청 바로가기 - 더픽	181.0	153.0	8.10716	44.79093922651934	(direct) / (none)	4
2026 고유가 피해지원금 민생지원금 신청 방법 안내 - 더픽	396.0	332.0	8.09701	20.446994949494947	(direct) / (none)	3
에너지바우처 신청 대상 잔액조회 사용기간 사용처 - 더픽	500.0	445.0	8.032019	16.064038	m.blog.naver.com / referral	11
블루밍비데 as센터 바로가기 - 더픽	267.0	218.0	7.9984980000000006	29.95692134831461	m.search.naver.com / referral	5
로젠택배 배송조회 바로가기 - 더픽	345.0	292.0	7.880594	22.84230144927536	(direct) / (none)	5
우체국 우편물 주소변경 이사 무료 서비스 신청 - 더픽	153.0	118.0	7.851575999999999	51.317490196078424	(direct) / (none)	5
OK캐쉬백 앱 설치 다운로드 바로가기 - 더픽	255.0	70.0	7.708973	30.23126666666667	(direct) / (none)	4
AXA손해보험 고객센터 바로가기 - 더픽	145.0	133.0	7.622716	52.570455172413794	m.search.naver.com / referral	5
국민비서 앱 알림서비스 어플 설치 다운로드 방법 2026 - 더픽	79.0	68.0	7.5883780000000005	96.05541772151899	(direct) / (none)	3
하나증권 고객센터 전화번호 영업시간 상담원연결 바로가기 - 더픽	240.0	216.0	7.548056	31.450233333333333	m.search.naver.com / referral	4
이스타항공 고객센터 바로가기 - 더픽	345.0	282.0	7.451207999999999	21.597704347826085	m.search.naver.com / referral	4
제주도청 홈페이지 바로가기 - 더픽	139.0	120.0	7.346565999999999	52.852992805755385	m.search.naver.com / referral	4
넷마블 바둑 장기 pc 설치 모바일 바로가기 - 더픽	65.0	51.0	7.25267	111.57953846153846	(direct) / (none)	2
sk엔카 고객센터 전화번호 상담원 연결 바로가기 - 더픽	206.0	161.0	7.22663	35.080728155339806	paxnet.co.kr / referral	7
고혼진 화장품 매장 위치 구매 바로가기 - 더픽	125.0	105.0	7.1382270000000005	57.105816000000004	m.search.naver.com / referral	4
기상청 날씨누리 바로가기 - 더픽	237.0	208.0	6.947414	29.31398312236287	(direct) / (none)	5
나는솔로 30기 인스타 모음 - 더픽	2172.0	1708.0	6.93704	3.1938489871086557	m.search.naver.com / referral	6
알리페이 고객센터 바로가기 - 더픽	550.0	426.0	6.9280040000000005	12.59637090909091	m.search.naver.com / referral	5
돌싱n모솔 출연자 인스타 총정리 - 더픽	2725.0	2265.0	6.896923	2.530980917431193	(direct) / (none)	5
생태맘 청국장가루 예약 방법 홈페이지 바로가기 - 더픽	71.0	51.0	6.889158999999999	97.03040845070423	(direct) / (none)	3
캐리어에어컨 고객센터 바로가기 - 더픽	189.0	156.0	6.809398000000001	36.02856084656085	(direct) / (none)	5
지방선거 알바 2026 신청 방법 자격 일당 - 더픽	621.0	490.0	6.7013490000000004	10.791222222222222	(direct) / (none)	6
한국 월드컵 일정 중계 보는법 시간 무료 중계 바로가기 - 더픽	174.0	157.0	6.693868	38.47050574712644	(direct) / (none)	4
웅진코웨이 고객센터 - 더픽	211.0	185.0	6.613982999999999	31.34589099526066	(direct) / (none)	5
유플러스멤버십 혜택 바로가기 - 더픽	352.0	317.0	6.598721	18.74636647727273	(direct) / (none)	8
에어비앤비 고객센터 바로가기 - 더픽	449.0	370.0	6.542776999999999	14.571886414253896	m.search.naver.com / referral	4
스피또 판매점 조회 검색하기 - 더픽	1864.0	1402.0	6.54102	3.5091309012875533	(direct) / (none)	7
ns홈쇼핑 고객센터 바로가기 - 더픽	74.0	57.0	6.520288	88.112	(direct) / (none)	2
무료 웹툰 사이트 모음 바로가기 - 더픽	1413.0	982.0	6.520138	4.614393489030432	(direct) / (none)	6
리바트 고객센터 바로가기 - 더픽	197.0	164.0	6.517265999999999	33.08256852791878	(direct) / (none)	5
국민신문고 고유가 이의신청 이의제기 바로가기 - 더픽	111.0	87.0	6.458686	58.18636036036036	contents.premium.naver.com / referral	3
삼성화재 고객센터 바로가기 - 더픽	144.0	125.0	6.319515	43.88552083333333	(direct) / (none)	4
안전신문고 바로가기 - 더픽	80.0	70.0	6.206506	77.581325	(direct) / (none)	2
한글 2024 무료설치 다운로드 방법 바로가기 - 더픽	1154.0	997.0	6.1667819999999995	5.343831889081455	(direct) / (none)	8
한국투자증권 한투 앱 다운로드 - 더픽	93.0	82.0	6.071956	65.28984946236558	(direct) / (none)	3
함양 대봉산 모노레일 예약 방법 요금 코스 총정리 - 더픽	76.0	61.0	5.940461	78.16396052631579	(direct) / (none)	7
중위소득표(소득 하위) 구간별 환산액 - 더픽	1429.0	1237.0	5.933123	4.151940517844646	(direct) / (none)	7
오늘 방송 편성표 총정리｜지상파·종편·케이블·라디오 전체보기 링크 모음 (실시간 업데이트) - 더픽	608.0	454.0	5.926242000000001	9.74710855263158	bing / organic	15
개별공시지가 조회 방법 총정리 — 표준지·주택가격과의 차이까지 | 주카 비즈	238.0	200.0	5.918746	24.868680672268905	naver / cpc	4
기대수명 계산기로 나의 예상 수명 확인하기 | 무료 온라인 테스트 - 더픽	347.0	272.0	5.911134999999999	17.034971181556195	m.search.naver.com / referral	4
대우전자 서비스센터 바로가기 - 더픽	128.0	97.0	5.854208	45.736	(direct) / (none)	2
레버리지 ETF 교육(금융투자교육원) 신청부터 이수번호 등록까지 총정리 | 주카 비즈	96.0	84.0	5.83686	60.800625	naver / cpc	3
금융취약계층 생계자금 대출 신청하기 - 더픽	95.0	75.0	5.825743	61.32361052631579	(direct) / (none)	1
어디가니 늑구맵 바로가기 - 더픽	1816.0	764.0	5.784064	3.185057268722467	(direct) / (none)	3
시몬스침대 고객센터 바로가기 - 더픽	424.0	348.0	5.663102	13.356372641509434	m.search.naver.com / referral	5
강아지 사료등급 사이트 추천 강아지 사료 브랜드 순위 | 도그푸드어드바이저 - 더픽	469.0	412.0	5.635966	12.016985074626865	m.search.naver.com / referral	4
쿠첸 고객센터 바로가기 - 더픽	126.0	97.0	5.620926	44.610523809523805	(direct) / (none)	5
레딜 전자담배 판매점 구매처 바로가기 - 더픽	153.0	130.0	5.61824	36.720522875817	m.search.naver.com / referral	4
소방안전관리자2급 접수 일정 기출문제 정리 - 더픽	181.0	147.0	5.577989	30.81761878453038	(direct) / (none)	2
무료스포츠중계 킹콩티비 - 실시간 고화질 스포츠 중계	1581.0	1043.0	5.558366	3.5157280202403545	(direct) / (none)	2
대한항공 고객센터 바로가기 - 더픽	124.0	90.0	5.513953	44.467362903225805	(direct) / (none)	4
한샘 고객센터 서비스센터 전화번호 바로가기 - 더픽	177.0	154.0	5.51381	31.151468926553676	(direct) / (none)	1
유니클로 감사제 2026 세일 품목 이벤트 기간 바로가기 - 더픽	448.0	406.0	5.5095719999999995	12.298151785714284	contents.premium.naver.com / referral	3
마이너스통장 개설 신청하기 - 더픽	97.0	80.0	5.440852	56.091257731958756	(direct) / (none)	4
cu편의점택배 배송조회 고객센터 바로가기 - 더픽	422.0	365.0	5.414108	12.82963981042654	(direct) / (none)	7
마누스 ai 무료 98% 할인 앱 다운로드 바로가기 - 더픽	526.0	407.0	5.39233	10.25157794676806	(direct) / (none)	5
지방선거 개표참관인 신청방법 기간 신청자격 총정리 - 더픽	374.0	324.0	5.346245	14.294772727272727	(direct) / (none)	3
우체국 택배 방문접수 하기 - 더픽	228.0	209.0	5.307127	23.276872807017547	(direct) / (none)	1
서울 지하철노선도 바로가기 - 더픽	242.0	202.0	5.280181000000001	21.81892975206612	(direct) / (none)	5
IBK기업은행 홈페이지 바로가기 - 더픽	48.0	37.0	5.191966	108.16595833333332	(direct) / (none)	1
kbs 편성표 라이브 온에어 바로가기 - 더픽	318.0	273.0	5.164718999999999	16.24125471698113	contents.premium.naver.com / referral	5
K패스환급 지급일·카드사별 지급방식 총정리 | 생활정보 나침반	283.0	125.0	5.1289240000000005	18.123406360424028	m.search.naver.com / referral	7
신한라이프 운세 바로가기 - 더픽	325.0	266.0	5.047878	15.531932307692307	(direct) / (none)	5
키움증권 레버리지 ETF 교육이수 등록 방법: 주문 불가 5분 만에 해결하기 - 더픽	355.0	301.0	4.999985000000001	14.084464788732397	m.search.naver.com / referral	7
경동나비엔 고객센터 as센터 전화번호 시간 - 더픽	130.0	111.0	4.959576	38.150584615384616	(direct) / (none)	1
옥션 고객센터 바로가기 - 더픽	139.0	107.0	4.941523	35.550525179856116	m.search.naver.com / referral	4
